Brand,Name,Variant,Type,Lip Condition,Undertone,Ketahanan,Finish Texture,Price
YOU,You Cloud Paint Lip Cream Series,Whisper,Lip Cream,"Kering, Dehidrasi","Warm-Shade, Neutral-Shade",High-Stay,Matte,64900
YOU,You Cloud Paint Lip Cream Series,Allure,Lip Cream,"Kering, Dehidrasi",Cool-Shade,High-Stay,Matte,64900
YOU,You Cloud Paint Lip Cream Series,Passion,Lip Cream,"Kering, Dehidrasi",Cool-Shade,High-Stay,Matte,64900
YOU,You Cloud Paint Lip Cream Series,Kindness,Lip Cream,"Kering, Dehidrasi","Neutral-Shade, Cool-Shade",High-Stay,Matte,64900
YOU,You Cloud Paint Lip Cream Series,Alert,Lip Cream,"Kering, Dehidrasi","Warm-Shade, Cool-Shade",High-Stay,Matte,64900
YOU,You Cloud Paint Lip Cream Series,Dashing,Lip Cream,"Kering, Dehidrasi","Warm-Shade, Neutral-Shade",High-Stay,Matte,64900
Pigeon Teens,Pigeon Teens Kiss On The Go Lip Serum,,Lip Serum,"Kering, Dehidrasi","Neutral-Shade, Cool-Shade",Low-Stay,Glossy,34500
Emina,Emina Hyalupeptide Color Melt Balm,Peach Pop,Lip Balm,"Kering, Normal, Dehidrasi",Warm-Shade,Low-Stay,Glossy,58900
Emina,Emina Hyalupeptide Color Melt Balm,Never Too Pink,Lip Balm,"Kering, Normal, Dehidrasi",Cool-Shade,Low-Stay,Glossy,58900
Emina,Emina Hyalupeptide Color Melt Balm,Sunset Mixtape,Lip Balm,"Kering, Normal, Dehidrasi",Warm-Shade,Low-Stay,Glossy,58900
Emina,Emina Hyalupeptide Color Melt Balm,Trululu Crimson,Lip Balm,"Kering, Normal, Dehidrasi",Cool-Shade,Low-Stay,Glossy,58900
Soulyu,Soulyu Intense Stay Lip Stain 4ml,Passion,Lip Stain,"Kering, Dehidrasi","Neutral-Shade, Cool-Shade",High-Stay,Glossy,65550
Soulyu,Soulyu Intense Stay Lip Stain 4ml,Dreamer,Lip Stain,"Kering, Dehidrasi",Warm-Shade,High-Stay,Glossy,65550
Soulyu,Soulyu Intense Stay Lip Stain 4ml,Courage,Lip Stain,"Kering, Dehidrasi",Neutral-Shade,High-Stay,Glossy,65550
Soulyu,Soulyu Intense Stay Lip Stain 4ml,Trust,Lip Stain,"Kering, Dehidrasi","Warm-Shade, Neutral-Shade",High-Stay,Glossy,65550
Soulyu,Soulyu Intense Stay Lip Stain 4ml,Honesty,Lip Stain,"Kering, Dehidrasi",Warm-Shade,High-Stay,Glossy,65550
Soulyu,Soulyu Intense Stay Lip Stain 4ml,Exposed,Lip Stain,"Kering, Dehidrasi","Neutral-Shade, Cool-Shade",High-Stay,Glossy,65550
Soulyu,Soulyu Intense Stay Lip Stain 4ml,Poised,Lip Stain,"Kering, Dehidrasi","Warm-Shade, Neutral-Shade",High-Stay,Glossy,65550
Soulyu,Soulyu Intense Stay Lip Stain 4ml,Revealed,Lip Stain,"Kering, Dehidrasi",Warm-Shade,High-Stay,Glossy,65550
Soulyu,Soulyu Intense Stay Lip Stain 4ml,Plush,Lip Stain,"Kering, Dehidrasi",Cool-Shade,High-Stay,Glossy,65550
Soulyu,Soulyu Intense Stay Lip Stain 4ml,Joy,Lip Stain,"Kering, Dehidrasi","Warm-Shade, Neutral-Shade",High-Stay,Glossy,65550
Soulyu,Soulyu Intense Stay Lip Stain 4ml,Allure,Lip Stain,"Kering, Dehidrasi","Warm-Shade, Neutral-Shade",High-Stay,Glossy,65550
Soulyu,Soulyu Intense Stay Lip Stain 4ml,Fearless,Lip Stain,"Kering, Dehidrasi",Warm-Shade,High-Stay,Glossy,65550
Red A,Red A Lip Glo Color Balm,Sparkling Rose,Lip Balm,"Kering, Normal, Dehidrasi","Warm-Shade, Neutral-Shade",Low-Stay,Glossy,59400
Red A,Red A Lip Glo Color Balm,Choco Float,Lip Balm,"Kering, Normal, Dehidrasi",Warm-Shade,Low-Stay,Glossy,59400
Red A,Red A Lip Glo Color Balm,Purple Punch,Lip Balm,"Kering, Normal, Dehidrasi",Cool-Shade,Low-Stay,Glossy,59400
Red A,Red A Lip Glo Color Balm,Red Mojito,Lip Balm,"Kering, Normal, Dehidrasi","Warm-Shade, Neutral-Shade",Low-Stay,Glossy,59400
Red A,Red A Lip Glo Color Balm,Peach Slush,Lip Balm,"Kering, Normal, Dehidrasi","Neutral-Shade, Cool-Shade",Low-Stay,Glossy,59400
Red A,Red A Lip Glo Color Balm,Pink Smoothie,Lip Balm,"Kering, Normal, Dehidrasi",Cool-Shade,Low-Stay,Glossy,59400
BNB Barenbliss,BNB Barenbliss Butter Melt Tinted Lipstick Series,Eclair Berry,Tinted Lipstick,"Kering, Dehidrasi","Warm-Shade, Neutral-Shade",High-Stay,Glossy,92900
BNB Barenbliss,BNB Barenbliss Butter Melt Tinted Lipstick Series,Caramel Swirl,Tinted Lipstick,"Kering, Dehidrasi",Cool-Shade,High-Stay,Glossy,92900
BNB Barenbliss,BNB Barenbliss Butter Melt Tinted Lipstick Series,Sweet Custard,Tinted Lipstick,"Kering, Dehidrasi","Cool-Shade, Neutral-Shade",High-Stay,Glossy,92900
BNB Barenbliss,BNB Barenbliss Butter Melt Tinted Lipstick Series,Butterscotch Bliss,Tinted Lipstick,"Kering, Dehidrasi",Warm-Shade,High-Stay,Glossy,92900
BNB Barenbliss,BNB Barenbliss Butter Melt Tinted Lipstick Series,Cinnamon Butter,Tinted Lipstick,"Kering, Dehidrasi",Cool-Shade,High-Stay,Glossy,92900
BNB Barenbliss,BNB Barenbliss Butter Melt Tinted Lipstick Series,Cream Puff,Tinted Lipstick,"Kering, Dehidrasi","Cool-Shade, Neutral-Shade",High-Stay,Glossy,92900
Dazzle Me,Dazzle Me Color Chrome Lip Matte,Classy Red,Lip Cream,"Kering, Dehidrasi","Neutral-Shade, Cool-Shade",High-Stay,Matte,39900
Dazzle Me,Dazzle Me Color Chrome Lip Matte,Cerisse Cannon,Lip Cream,"Kering, Dehidrasi",Neutral-Shade,High-Stay,Matte,39900
Dazzle Me,Dazzle Me Color Chrome Lip Matte,Burgundy Bill,Lip Cream,"Kering, Dehidrasi",Cool-Shade,High-Stay,Matte,39900
Dazzle Me,Dazzle Me Color Chrome Lip Matte,Toasted,Lip Cream,"Kering, Dehidrasi",Warm-Shade,High-Stay,Matte,39900
Dazzle Me,Dazzle Me Color Chrome Lip Matte,Charming Rose,Lip Cream,"Kering, Dehidrasi","Warm-Shade, Neutral-Shade",High-Stay,Matte,39900
Lip Ice,Lip Ice Sheer Color,Color Strawberry,Lip Balm,"Kering, Normal, Dehidrasi","Cool-Shade, Neutral-Shade",Low-Stay,Glossy,32200
Lip Ice,Lip Ice Sheer Color,Chocolatte,Lip Balm,"Kering, Normal, Dehidrasi","Cool-Shade, Neutral-Shade",Low-Stay,Glossy,32200
Lip Ice,Lip Ice Sheer Color,Yummy Lemon,Lip Balm,"Kering, Normal, Dehidrasi","Cool-Shade, Neutral-Shade",Low-Stay,Glossy,32200
Lip Ice,Lip Ice Sheer Color,Color Apple,Lip Balm,"Kering, Normal, Dehidrasi","Cool-Shade, Neutral-Shade",Low-Stay,Glossy,32200
Lip Ice,Lip Ice Sheer Color,Besswax Strawberry,Lip Balm,"Kering, Normal, Dehidrasi","Cool-Shade, Neutral-Shade",Low-Stay,Glossy,32200
Lip Ice,Lip Ice Sheer Color,Yummy Strawberry,Lip Balm,"Kering, Normal, Dehidrasi","Cool-Shade, Neutral-Shade",Low-Stay,Glossy,32200
Lip Ice,Lip Ice Sheer Color,Butter Chocolate,Lip Balm,"Kering, Normal, Dehidrasi","Cool-Shade, Neutral-Shade",Low-Stay,Glossy,32200
Lip Ice,Lip Ice Sheer Color,Rosy Kiss,Lip Balm,"Kering, Normal, Dehidrasi","Cool-Shade, Neutral-Shade",Low-Stay,Glossy,32200
Lip Ice,Lip Ice Sheer Color,Color Natural,Lip Balm,"Kering, Normal, Dehidrasi","Cool-Shade, Neutral-Shade",Low-Stay,Glossy,32200
Lip Ice,Lip Ice Sheer Color,Yummy Cherry,Lip Balm,"Kering, Normal, Dehidrasi","Cool-Shade, Neutral-Shade",Low-Stay,Glossy,32200
Lip Ice,Lip Ice Sheer Color,Yummy Apple,Lip Balm,"Kering, Normal, Dehidrasi","Cool-Shade, Neutral-Shade",Low-Stay,Glossy,32200
Buttered,Buttered Lip Oil Series,Hibiscus Pink,Lip Oil,"Kering, Dehidrasi",Cool-Shade,Low-Stay,Glossy,44200
Buttered,Buttered Lip Oil Series,Love Potion,Lip Oil,"Kering, Dehidrasi",Cool-Shade,Low-Stay,Glossy,44200
Buttered,Buttered Lip Oil Series,Choco Loco,Lip Oil,"Kering, Dehidrasi","Warm-Shade, Neutral-Shade",Low-Stay,Glossy,44200
Buttered,Buttered Lip Oil Series,Midnight Purple,Lip Oil,"Kering, Dehidrasi",Cool-Shade,Low-Stay,Glossy,44200
Buttered,Buttered Lip Oil Series,Purple Kiss,Lip Oil,"Kering, Dehidrasi",Cool-Shade,Low-Stay,Glossy,44200
Azarine,Azarine Mattelite Lock Lipstick,Stardust,Lipstick,"Kering, Dehidrasi",Warm-Shade,High-Stay,Matte,57230
Azarine,Azarine Mattelite Lock Lipstick,Orion,Lipstick,"Kering, Dehidrasi",Cool-Shade,High-Stay,Matte,57230
Azarine,Azarine Mattelite Lock Lipstick,Nebula,Lipstick,"Kering, Dehidrasi",Cool-Shade,High-Stay,Matte,57230
Azarine,Azarine Mattelite Lock Lipstick,Celestia,Lipstick,"Kering, Dehidrasi",Warm-Shade,High-Stay,Matte,57230
Azarine,Azarine Mattelite Lock Lipstick,Neptune,Lipstick,"Kering, Dehidrasi",Warm-Shade,High-Stay,Matte,57230
Azarine,Azarine Mattelite Lock Lipstick,Supernova,Lipstick,"Kering, Dehidrasi",Neutral-Shade,High-Stay,Matte,57230
Azarine,Azarine Mattelite Lock Lipstick,Cosmic,Lipstick,"Kering, Dehidrasi",Warm-Shade,High-Stay,Matte,57230
Azarine,Azarine Mattelite Lock Lipstick,Venus,Lipstick,"Kering, Dehidrasi",Warm-Shade,High-Stay,Matte,57230
Azarine,Azarine Mattelite Lock Lipstick,Mars,Lipstick,"Kering, Dehidrasi",Warm-Shade,High-Stay,Matte,57230
Azarine,Azarine Mattelite Lock Lipstick,Cosmara,Lipstick,"Kering, Dehidrasi",Warm-Shade,High-Stay,Matte,57230
Azarine,Azarine Mattelite Lock Lipstick,Eclipse,Lipstick,"Kering, Dehidrasi",Warm-Shade,High-Stay,Matte,57230
Azarine,Azarine Mattelite Lock Lipstick,Artemis,Lipstick,"Kering, Dehidrasi",Warm-Shade,High-Stay,Matte,57230
Azarine,Azarine Mattelite Lock Lipstick,Matrix,Lipstick,"Kering, Dehidrasi",Cool-Shade,High-Stay,Matte,57230
Azarine,Azarine Mattelite Lock Lipstick,Lunar,Lipstick,"Kering, Dehidrasi",Cool-Shade,High-Stay,Matte,57230
Glad2Glow,Glad2Glow Mixberry Juicy Lip Serum,,Lip Serum,"Kering, Dehidrasi","Cool-Shade, Neutral-Shade, Warm-Shade",Low-Stay,Glossy,49000
Pixy,Pixy Mattenetic Lipstick Series,Polarose,Lipstick,"Kering, Dehidrasi","Neutral-Shade, Cool-Shade",High-Stay,Matte,65550
Pixy,Pixy Mattenetic Lipstick Series,Coralbyte,Lipstick,"Kering, Dehidrasi",Warm-Shade,High-Stay,Matte,65550
Pixy,Pixy Mattenetic Lipstick Series,Pinkpulse,Lipstick,"Kering, Dehidrasi",Cool-Shade,High-Stay,Matte,65550
Pixy,Pixy Mattenetic Lipstick Series,Megamauve,Lipstick,"Kering, Dehidrasi",Cool-Shade,High-Stay,Matte,65550
Pixy,Pixy Mattenetic Lipstick Series,Powerplum,Lipstick,"Kering, Dehidrasi","Neutral-Shade, Cool-Shade",High-Stay,Matte,65550
Pixy,Pixy Mattenetic Lipstick Series,Brownetic,Lipstick,"Kering, Dehidrasi",Warm-Shade,High-Stay,Matte,65550
Pixy,Pixy Mattenetic Lipstick Series,Rednotic,Lipstick,"Kering, Dehidrasi",Warm-Shade,High-Stay,Matte,65550
Pixy,Pixy Mattenetic Lipstick Series,Rubivolt,Lipstick,"Kering, Dehidrasi",Cool-Shade,High-Stay,Matte,65550
Mediheal,Mediheal Labocare Pantenolips Series,Healbalm,Lip Care,"Kering, Dehidrasi","Cool-Shade, Neutral-Shade, Warm-Shade",Low-Stay,Glossy,53253
Mediheal,Mediheal Labocare Pantenolips Series,Healessence Coral,Lip Care,"Kering, Dehidrasi","Cool-Shade, Neutral-Shade, Warm-Shade",Low-Stay,Glossy,53253
Mediheal,Mediheal Labocare Pantenolips Series,Healessence,Lip Care,"Kering, Dehidrasi","Cool-Shade, Neutral-Shade, Warm-Shade",Low-Stay,Glossy,53253
Kiva,Kiva Lip Shape Liner Series,Blushwood,Lip Liner,"Kering, Dehidrasi",Warm-Shade,High-Stay,Matte,122550
Kiva,Kiva Lip Shape Liner Series,Date Night,Lip Liner,"Kering, Dehidrasi","Neutral-Shade, Cool-Shade",High-Stay,Matte,122550
Kiva,Kiva Lip Shape Liner Series,Sweet Maple,Lip Liner,"Kering, Dehidrasi",Warm-Shade,High-Stay,Matte,122550
Kiva,Kiva Lip Shape Liner Series,Rose Dust,Lip Liner,"Kering, Dehidrasi",Cool-Shade,High-Stay,Matte,122550
Kiva,Kiva Lip Shape Liner Series,Oat Milk,Lip Liner,"Kering, Dehidrasi",Warm-Shade,High-Stay,Matte,122550
Kiva,Kiva Lip Shape Liner Series,Peach Perfect,Lip Liner,"Kering, Dehidrasi",Warm-Shade,High-Stay,Matte,122550
Pixy,Pixy Mousse Moments Lip Cream,Crown In Red,Lip Cream,"Kering, Dehidrasi","Warm-Shade, Cool-Shade",High-Stay,Satin/Velvet,55100
Pixy,Pixy Mousse Moments Lip Cream,Busiest Maroon,Lip Cream,"Kering, Dehidrasi",Cool-Shade,High-Stay,Satin/Velvet,55100
Pixy,Pixy Mousse Moments Lip Cream,Calm In Rose,Lip Cream,"Kering, Dehidrasi",Neutral-Shade,High-Stay,Satin/Velvet,55100
Pixy,Pixy Mousse Moments Lip Cream,Relaxing Pink,Lip Cream,"Kering, Dehidrasi",Cool-Shade,High-Stay,Satin/Velvet,55100
Pixy,Pixy Mousse Moments Lip Cream,Peacefully Brown,Lip Cream,"Kering, Dehidrasi","Warm-Shade, Neutral-Shade",High-Stay,Satin/Velvet,55100
Pixy,Pixy Mousse Moments Lip Cream,Enjoyable Fuchsia,Lip Cream,"Kering, Dehidrasi",Cool-Shade,High-Stay,Satin/Velvet,55100
Pixy,Pixy Mousse Moments Lip Cream,Rose In Love,Lip Cream,"Kering, Dehidrasi","Neutral-Shade, Cool-Shade",High-Stay,Satin/Velvet,55100
Pixy,Pixy Mousse Moments Lip Cream,Chillin' Terracota,Lip Cream,"Kering, Dehidrasi",Warm-Shade,High-Stay,Satin/Velvet,55100
Pixy,Pixy Mousse Moments Lip Cream,Lively Apricot,Lip Cream,"Kering, Dehidrasi",Warm-Shade,High-Stay,Satin/Velvet,55100
Pixy,Pixy Mousse Moments Lip Cream,Cozy Choco,Lip Cream,"Kering, Dehidrasi","Warm-Shade, Neutral-Shade",High-Stay,Satin/Velvet,55100
Madame Gie,Madame Gie Mattely Lip Series,Choco Frust,Lip Matte,"Kering, Dehidrasi","Warm-Shade, Neutral-Shade",High-Stay,Matte,33600
Madame Gie,Madame Gie Mattely Lip Series,Strawberry Jam,Lip Matte,"Kering, Dehidrasi","Cool-Shade, Neutral-Shade",High-Stay,Matte,33600
Madame Gie,Madame Gie Mattely Lip Series,Cotton Candy,Lip Matte,"Kering, Dehidrasi",Cool-Shade,High-Stay,Matte,33600
Madame Gie,Madame Gie Mattely Lip Series,Mulberry Tart,Lip Matte,"Kering, Dehidrasi",Cool-Shade,High-Stay,Matte,33600
Madame Gie,Madame Gie Mattely Lip Series,Peach Souffle,Lip Matte,"Kering, Dehidrasi",Warm-Shade,High-Stay,Matte,33600
Madame Gie,Madame Gie Mattely Lip Series,Rose Pastry,Lip Matte,"Kering, Dehidrasi","Neutral-Shade, Cool-Shade",High-Stay,Matte,33600
ESQA,ESQA Cool Edge Lip Blur,Drift,Lip Blur,"Kering, Dehidrasi",Cool-Shade,High-Stay,Satin/Velvet,99750
ESQA,ESQA Cool Edge Lip Blur,Fade,Lip Blur,"Kering, Dehidrasi",Warm-Shade,High-Stay,Satin/Velvet,99750
ESQA,ESQA Cool Edge Lip Blur,Serve,Lip Blur,"Kering, Dehidrasi",Cool-Shade,High-Stay,Satin/Velvet,99750
ESQA,ESQA Cool Edge Lip Blur,Mood,Lip Blur,"Kering, Dehidrasi",Warm-Shade,High-Stay,Satin/Velvet,99750
ESQA,ESQA Cool Edge Lip Blur,Trace,Lip Blur,"Kering, Dehidrasi","Neutral-Shade, Cool-Shade",High-Stay,Satin/Velvet,99750
Nivea,Nivea Caring Color Lip & Cheek,Coral,Lip Balm,"Kering, Normal, Dehidrasi","Warm-Shade, Cool-Shade, Neutral-Shade",Low-Stay,Glossy,46000
Nivea,Nivea Caring Color Lip & Cheek,Rose,Lip Balm,"Kering, Normal, Dehidrasi","Warm-Shade, Cool-Shade, Neutral-Shade",Low-Stay,Glossy,46000
Raecca,Raecca Power Frosted Velvet Matte,Kind Power,Lip Cream,"Kering, Dehidrasi","Cool-Shade, Neutral-Shade",High-Stay,Satin/Velvet,62910
Raecca,Raecca Power Frosted Velvet Matte,Honest Power,Lip Cream,"Kering, Dehidrasi","Warm-Shade, Neutral-Shade",High-Stay,Satin/Velvet,62910
Raecca,Raecca Power Frosted Velvet Matte,Classy Power,Lip Cream,"Kering, Dehidrasi","Cool-Shade, Neutral-Shade",High-Stay,Satin/Velvet,62910
Raecca,Raecca Power Frosted Velvet Matte,Smart Power,Lip Cream,"Kering, Dehidrasi",Warm-Shade,High-Stay,Satin/Velvet,62910
Raecca,Raecca Power Frosted Velvet Matte,Heart Power,Lip Cream,"Kering, Dehidrasi",Cool-Shade,High-Stay,Satin/Velvet,62910
Raecca,Raecca Power Frosted Velvet Matte,Ambition Power,Lip Cream,"Kering, Dehidrasi",Cool-Shade,High-Stay,Satin/Velvet,62910
Dazzle Me,Dazzle Me Mousse Lip Cream,Joyful,Lip Cream,"Kering, Dehidrasi",Warm-Shade,High-Stay,Satin/Velvet,40900
Dazzle Me,Dazzle Me Mousse Lip Cream,Release Me,Lip Cream,"Kering, Dehidrasi","Warm-Shade, Neutral-Shade",High-Stay,Satin/Velvet,40900
Dazzle Me,Dazzle Me Mousse Lip Cream,Pumpkin Magic,Lip Cream,"Kering, Dehidrasi",Warm-Shade,High-Stay,Satin/Velvet,40900
Dazzle Me,Dazzle Me Mousse Lip Cream,Blazing Hot,Lip Cream,"Kering, Dehidrasi","Cool-Shade, Warm-Shade",High-Stay,Satin/Velvet,40900
Dazzle Me,Dazzle Me Mousse Lip Cream,Not Today,Lip Cream,"Kering, Dehidrasi",Warm-Shade,High-Stay,Satin/Velvet,40900
Somethinc,Somethinc Ombrella Juicy Lip Tint,Pick Me,Lip Tint,"Kering, Dehidrasi","Warm-Shade, Neutral-Shade",High-Stay,Glossy,58650
Somethinc,Somethinc Ombrella Juicy Lip Tint,Humble,Lip Tint,"Kering, Dehidrasi",Warm-Shade,High-Stay,Glossy,58650
Somethinc,Somethinc Ombrella Juicy Lip Tint,Rebel,Lip Tint,"Kering, Dehidrasi","Cool-Shade, Neutral-Shade",High-Stay,Glossy,58650
Somethinc,Somethinc Ombrella Juicy Lip Tint,Demure,Lip Tint,"Kering, Dehidrasi","Neutral-Shade, Cool-Shade",High-Stay,Glossy,58650
Somethinc,Somethinc Ombrella Juicy Lip Tint,Ploy,Lip Tint,"Kering, Dehidrasi","Warm-Shade, Neutral-Shade",High-Stay,Glossy,58650
Somethinc,Somethinc Ombrella Juicy Lip Tint,Sheesh,Lip Tint,"Kering, Dehidrasi",Cool-Shade,High-Stay,Glossy,58650
Somethinc,Somethinc Ombrella Juicy Lip Tint,Bias,Lip Tint,"Kering, Dehidrasi",Warm-Shade,High-Stay,Glossy,58650
Somethinc,Somethinc Ombrella Juicy Lip Tint,Lover,Lip Tint,"Kering, Dehidrasi",Cool-Shade,High-Stay,Glossy,58650
Somethinc,Somethinc Ombrella Juicy Lip Tint,Noir,Lip Tint,"Kering, Dehidrasi",Cool-Shade,High-Stay,Glossy,58650
Rose All Day,Rose All Day Lip Mousse Records,Groovy Theory,Lip Cream,"Kering, Dehidrasi",Warm-Shade,High-Stay,Satin/Velvet,99000
Rose All Day,Rose All Day Lip Mousse Records,Pop All Day,Lip Cream,"Kering, Dehidrasi","Cool-Shade, Neutral-Shade",High-Stay,Satin/Velvet,99000
Rose All Day,Rose All Day Lip Mousse Records,Rosé Remix,Lip Cream,"Kering, Dehidrasi","Neutral-Shade, Warm-Shade",High-Stay,Satin/Velvet,99000
Rose All Day,Rose All Day Lip Mousse Records,Soul Rhythm,Lip Cream,"Kering, Dehidrasi","Neutral-Shade, Warm-Shade",High-Stay,Satin/Velvet,99000
Rose All Day,Rose All Day Lip Mousse Records,90’s Love Songs,Lip Cream,"Kering, Dehidrasi",Cool-Shade,High-Stay,Satin/Velvet,99000
Rose All Day,Rose All Day Lip Mousse Records,Sunset Tunes,Lip Cream,"Kering, Dehidrasi",Neutral-Shade,High-Stay,Satin/Velvet,99000
Rose All Day,Rose All Day Lip Mousse Records,Midnight Melody,Lip Cream,"Kering, Dehidrasi",Cool-Shade,High-Stay,Satin/Velvet,99000
Emina,Emina Glossy Stain,Autumn Bell,Lip Stain,"Kering, Dehidrasi","Cool-Shade, Neutral-Shade",Low-Stay,Glossy,49400
Emina,Emina Glossy Stain,Apple Shower,Lip Stain,"Kering, Dehidrasi","Warm-Shade, Cool-Shade",Low-Stay,Glossy,49400
Emina,Emina Glossy Stain,Rainy Hazelrose,Lip Stain,"Kering, Dehidrasi","Cool-Shade, Neutral-Shade",Low-Stay,Glossy,49400
Emina,Emina Glossy Stain,Peach Sprinkles,Lip Stain,"Kering, Dehidrasi",Warm-Shade,Low-Stay,Glossy,49400
Emina,Emina Glossy Stain,Spring Dazzle,Lip Stain,"Kering, Dehidrasi",Warm-Shade,Low-Stay,Glossy,49400
Emina,Emina Glossy Stain,Coffee Drop,Lip Stain,"Kering, Dehidrasi","Warm-Shade, Neutral-Shade",Low-Stay,Glossy,49400
Emina,Emina Glossy Stain,French Vanilla,Lip Stain,"Kering, Dehidrasi",Warm-Shade,Low-Stay,Glossy,49400
Emina,Emina Glossy Stain,Pouring Tea,Lip Stain,"Kering, Dehidrasi",Warm-Shade,Low-Stay,Glossy,49400
Emina,Emina Glossy Stain,Red Bean,Lip Stain,"Kering, Dehidrasi",Cool-Shade,Low-Stay,Glossy,49400
Emina,Emina Glossy Stain,Choco Praline,Lip Stain,"Kering, Dehidrasi",Warm-Shade,Low-Stay,Glossy,49400
BNB Barenbliss,BNB Barenbliss Glow Tint Lily Makes Luminous Glow Lip Tint,Queen Bae,Lip Tint,"Kering, Dehidrasi","Warm-Shade, Neutral-Shade",High-Stay,Glossy,75900
BNB Barenbliss,BNB Barenbliss Glow Tint Lily Makes Luminous Glow Lip Tint,Rose Glaze,Lip Tint,"Kering, Dehidrasi",Warm-Shade,High-Stay,Glossy,75900
BNB Barenbliss,BNB Barenbliss Glow Tint Lily Makes Luminous Glow Lip Tint,Figgy Plum,Lip Tint,"Kering, Dehidrasi",Cool-Shade,High-Stay,Glossy,75900
BNB Barenbliss,BNB Barenbliss Glow Tint Lily Makes Luminous Glow Lip Tint,Sunset Drop,Lip Tint,"Kering, Dehidrasi",Warm-Shade,High-Stay,Glossy,75900
BNB Barenbliss,BNB Barenbliss Glow Tint Lily Makes Luminous Glow Lip Tint,Burn Pomelo,Lip Tint,"Kering, Dehidrasi","Warm-Shade, Neutral-Shade",High-Stay,Glossy,75900
BNB Barenbliss,BNB Barenbliss Glow Tint Lily Makes Luminous Glow Lip Tint,Garnet Crush,Lip Tint,"Kering, Dehidrasi",Cool-Shade,High-Stay,Glossy,75900
Madame Gie,Madame Gie Sweet Lip Mask,Watermelon,Lip Mask,"Kering, Dehidrasi",Cool-Shade,Low-Stay,Glossy,21200
Madame Gie,Madame Gie Sweet Lip Mask,Matcha,Lip Mask,"Kering, Dehidrasi",Neutral-Shade,Low-Stay,Glossy,21200
Madame Gie,Madame Gie Sweet Lip Mask,Coffee ,Lip Mask,"Kering, Dehidrasi","Warm-Shade, Neutral-Shade",Low-Stay,Glossy,21200
Madame Gie,Madame Gie Sweet Lip Mask,Raspberry,Lip Mask,"Kering, Dehidrasi",Cool-Shade,Low-Stay,Glossy,21200
Madame Gie,Madame Gie Sweet Lip Mask,Lychee,Lip Mask,"Kering, Dehidrasi","Neutral-Shade, Cool-Shade",Low-Stay,Glossy,21200
Instaperfect,Lip Cream Instaperfect Everlast Intense Matte Liquid Lipcream,Exceptional,Lip Cream,"Kering, Dehidrasi","Warm-Shade, Neutral-Shade",High-Stay,Matte,95000
Instaperfect,Lip Cream Instaperfect Everlast Intense Matte Liquid Lipcream,Timeless,Lip Cream,"Kering, Dehidrasi","Warm-Shade, Neutral-Shade",High-Stay,Matte,95000
Instaperfect,Lip Cream Instaperfect Everlast Intense Matte Liquid Lipcream,Surreal,Lip Cream,"Kering, Dehidrasi","Warm-Shade, Neutral-Shade, Cool-Shade",High-Stay,Matte,95000
Instaperfect,Lip Cream Instaperfect Everlast Intense Matte Liquid Lipcream,Grande,Lip Cream,"Kering, Dehidrasi","Warm-Shade, Neutral-Shade, Cool-Shade",High-Stay,Matte,95000
Instaperfect,Lip Cream Instaperfect Everlast Intense Matte Liquid Lipcream,Splendid,Lip Cream,"Kering, Dehidrasi","Cool-Shade, Warm-Shade",High-Stay,Matte,95000
Instaperfect,Lip Cream Instaperfect Everlast Intense Matte Liquid Lipcream,Authentic,Lip Cream,"Kering, Dehidrasi","Warm-Shade, Neutral-Shade, Cool-Shade",High-Stay,Matte,95000
Instaperfect,Lip Cream Instaperfect Everlast Intense Matte Liquid Lipcream,Effortless,Lip Cream,"Kering, Dehidrasi","Warm-Shade, Neutral-Shade, Cool-Shade",High-Stay,Matte,95000
Instaperfect,Lip Cream Instaperfect Everlast Intense Matte Liquid Lipcream,Dashing,Lip Cream,"Kering, Dehidrasi","Warm-Shade, Neutral-Shade, Cool-Shade",High-Stay,Matte,95000
Dear Me Beauty,Dear Me Beauty Velvet Lip Tint,Dear Diana,Lip Tint,"Kering, Dehidrasi","Cool-Shade, Neutral-Shade",High-Stay,Satin/Velvet,51350
Dear Me Beauty,Dear Me Beauty Velvet Lip Tint,Dear Niki,Lip Tint,"Kering, Dehidrasi","Warm-Shade, Neutral-Shade",High-Stay,Satin/Velvet,51350
Dear Me Beauty,Dear Me Beauty Velvet Lip Tint,Dear Aulia,Lip Tint,"Kering, Dehidrasi",Warm-Shade,High-Stay,Satin/Velvet,51350
Dear Me Beauty,Dear Me Beauty Velvet Lip Tint,Dear Debby,Lip Tint,"Kering, Dehidrasi",Warm-Shade,High-Stay,Satin/Velvet,51350
Dear Me Beauty,Dear Me Beauty Velvet Lip Tint,Dear Vinna,Lip Tint,"Kering, Dehidrasi",Cool-Shade,High-Stay,Satin/Velvet,51350
ESQA,ESQA Lip Gloss Vegan Vitamin E,Jakarta,Lip Gloss,"Kering, Dehidrasi",Warm-Shade,Low-Stay,Glossy,51350
ESQA,ESQA Lip Gloss Vegan Vitamin E,Dubai,Lip Gloss,"Kering, Dehidrasi","Warm-Shade, Neutral-Shade",Low-Stay,Glossy,51350
ESQA,ESQA Lip Gloss Vegan Vitamin E,Tokyo,Lip Gloss,"Kering, Dehidrasi","Cool-Shade, Neutral-Shade",Low-Stay,Glossy,51350
